id,text,sentiment_label,split,manual,expected,verdict,has_sinhala_script,latin_words,lexicon_hits,lexicon_hit_share
3003,supiriyak thamy broo,positive,train,singlish,english,SOFT,False,3,0,0.0
3008,baduwa lankawata awama wadida tax,neutral,train,singlish,english,SOFT,False,5,0,0.0
3032,kaduluth awa akki babata budusaranayi parisamin balaganna akki,positive,train,singlish,english,SOFT,False,8,1,0.125
3079,ane me video baluwat pase mata danune me lede kiylathank you so much doctor,positive,train,singlish,english,SOFT,False,14,2,0.143
3118,doctor oya ledeta can you help me,neutral,train,singlish,english,SOFT,False,7,1,0.143
3120,edaa makeup krhma,neutral,train,singlish,english,SOFT,False,3,0,0.0
3126,Wedanawakin thora ikmn maranayk,negative,train,singlish,english,SOFT,False,4,0,0.0
3127,anna anna natamu mithura,positive,test,singlish,english,SOFT,False,4,0,0.0
3132,adrei aththtma,positive,train,singlish,english,SOFT,False,2,0,0.0
3145,Siyaludenata kisidu apadawak nowewa,positive,train,singlish,english,SOFT,False,4,0,0.0
3147,Subapathum,positive,val,singlish,english,SOFT,False,1,0,0.0
3157,Karma karumyk,negative,train,singlish,english,SOFT,False,2,0,0.0
3198,Woow fantastic weldone darling Jayaweewa,positive,val,singlish,english,SOFT,False,5,0,0.0
3213,Nyama acting nyama frames editing story telling,positive,val,singlish,english,SOFT,False,7,0,0.0
3309,Kaalakanni uddachcha jvp maalima thrasthawaadi yoooo aparada kaarayo,negative,val,singlish,english,SOFT,False,8,0,0.0
3322,Meyage netilla seratama hapan,negative,val,singlish,english,SOFT,False,4,0,0.0
3364,Gammk,positive,train,singlish,english,SOFT,False,1,0,0.0
3376,Saman Kumara batarina yako rangan nainti nain,neutral,train,singlish,english,SOFT,False,7,1,0.143
3460,Im in jersey how can I order jacket eka link please,neutral,val,singlish,english,SOFT,False,10,1,0.1
3468,Kondenam shok aaaa,positive,train,singlish,english,SOFT,False,3,0,0.0
3504,Eththtama kethyi,negative,train,singlish,english,SOFT,False,2,0,0.0
3518,Mewane supirima match,positive,train,singlish,english,SOFT,False,3,0,0.0
3534,Eththa,positive,train,singlish,english,SOFT,False,1,0,0.0
3547,Mini maruwo,negative,test,singlish,english,SOFT,False,2,0,0.0
3576,Al ehemama,neutral,train,singlish,english,SOFT,False,2,0,0.0
3665,Thoraganiin,neutral,train,singlish,english,SOFT,False,1,0,0.0
3672,Niliyo paradai,positive,train,singlish,english,SOFT,False,2,0,0.0
3677,Gemmak allamu petiya,positive,train,singlish,english,SOFT,False,3,0,0.0
3690,Duwa wagamai,neutral,train,singlish,english,SOFT,False,2,0,0.0
3737,Travel weekend winasai,negative,train,singlish,english,SOFT,False,3,0,0.0
3757,Supiry,positive,train,singlish,english,SOFT,False,1,0,0.0
3801,Madaviyo marannaone okun,negative,train,singlish,english,SOFT,False,3,0,0.0
3805,Policiya thavama niditha,negative,val,singlish,english,SOFT,False,3,0,0.0
3840,pawan gahapiya,negative,train,singlish,english,SOFT,False,2,0,0.0
3860,pawan gahuwalu,neutral,train,singlish,english,SOFT,False,2,0,0.0
3879,gahapiya sunna,negative,train,singlish,english,SOFT,False,2,0,0.0
3924,Bahirawaya gilalada,neutral,train,singlish,english,SOFT,False,2,0,0.0
4009,pampori gahannawa nawaththanna,negative,val,singlish,english,SOFT,False,3,0,0.0
4024,Gammak,positive,train,singlish,english,SOFT,False,1,0,0.0
4025,Adoo,positive,train,singlish,english,SOFT,False,1,0,0.0
4028,Addeh,positive,val,singlish,english,SOFT,False,1,0,0.0
4040,Lokaye dichital diunuwa,neutral,train,singlish,english,SOFT,False,3,0,0.0
4048,Little killer soori,positive,train,singlish,english,SOFT,False,3,0,0.0
4076,Afftsirii,negative,train,singlish,english,SOFT,False,1,0,0.0
4078,Chi Ku,negative,train,singlish,english,SOFT,False,2,0,0.0
4101,Kohomath nalu niliyo yano eno owat prasnada,negative,train,singlish,english,SOFT,False,7,0,0.0
4105,Bori,negative,val,singlish,english,SOFT,False,1,0,0.0
4148,Rip janapriya niliya,negative,train,singlish,english,SOFT,False,3,0,0.0
4153,Help kawda e,neutral,train,singlish,english,SOFT,False,2,0,0.0
4157,Kawda,neutral,test,singlish,english,SOFT,False,1,0,0.0
4180,Ponn news,negative,train,singlish,english,SOFT,False,2,0,0.0
4203,Kari wesiyak,negative,train,singlish,english,SOFT,False,2,0,0.0
4216,Brake gahuwoth baba visiwey,negative,val,singlish,english,SOFT,False,4,0,0.0
4278,Boruwakda,neutral,test,singlish,english,SOFT,False,1,0,0.0
4371,Kalakanniteka tu nothaken,negative,train,singlish,english,SOFT,False,3,0,0.0
4376,nkn hkgnn oy,neutral,train,singlish,english,SOFT,False,3,0,0.0
4378,Rameez Dasthakeer harimannek wage data tiyagena aguru kawanawa,negative,test,singlish,english,SOFT,False,8,1,0.125
4383,Carl De Silva chhoti kale apiwath angaru kewa,neutral,train,singlish,english,SOFT,False,8,1,0.125
4403,Sudath Wasantha adyapana prathisanskarana awashyai,neutral,train,singlish,english,SOFT,False,5,0,0.0
4421,Susil Abeyapala sajeyage pukata dapan dewa,negative,train,singlish,english,SOFT,False,6,0,0.0
4464,Vahana kapiya,negative,train,singlish,english,SOFT,False,2,0,0.0
4465,Muta wahana mila kapu nasaraniya,negative,train,singlish,english,SOFT,False,5,0,0.0
4468,Thel pakenda,negative,test,singlish,english,SOFT,False,2,0,0.0
4530,Lasantha Seream Lasantha Dulip huththo police yata palayan,negative,train,singlish,english,SOFT,False,8,0,0.0
4572,Anurayata kelawenakota Rajapaksha lata madam gahapuwama jada peppanta maara happy,negative,train,singlish,english,SOFT,False,10,0,0.0
4579,Prasan Namal Thilakarathna mahimda babada pala uk kanno,negative,train,singlish,english,SOFT,False,8,1,0.125
4597,Gog huttek,negative,train,singlish,english,SOFT,False,2,0,0.0
4740,Gawayo,negative,train,singlish,english,SOFT,False,1,0,0.0
4742,Nodkin kalakaniya ratta yahapatha karnwath akamathi moda musalayek,negative,train,singlish,english,SOFT,False,8,1,0.125
4744,Amu Gawayek,negative,train,singlish,english,SOFT,False,2,0,0.0
4745,Topi manasika leddu,negative,train,singlish,english,SOFT,False,3,0,0.0
4753,Jesus phitai,positive,train,singlish,english,SOFT,False,2,0,0.0
4821,Nuwara parawal patu senaga adhika nagarayak,neutral,train,singlish,english,SOFT,False,6,0,0.0
4846,Hak gediya,neutral,train,singlish,english,SOFT,False,2,0,0.0
4892,Bandula Wasantha Girabegedara media gayo,negative,train,singlish,english,SOFT,False,5,0,0.0
4899,Indragith Shantha okunta aniwarayen chek karanna one,negative,train,singlish,english,SOFT,False,7,1,0.143
4900,Agp Amarasingha Amarasingha media wediyo rata puravasiyanta samaanai,neutral,test,singlish,english,SOFT,False,8,1,0.125
4918,Chandana Jayawardana police respect,positive,train,singlish,english,SOFT,False,4,0,0.0
4921,Nuwan Wijewardena hasirima sakai,neutral,train,singlish,english,SOFT,False,4,0,0.0
4924,Ravindra Vitharana media wediyo hara harak,negative,train,singlish,english,SOFT,False,6,0,0.0
4928,Rumesh Dissanayake respect police,positive,train,singlish,english,SOFT,False,4,0,0.0
4945,Sam Lanka Suri Tours Bomba aragena ei maadya weedin wagee Police rajakaariyata baadhaa kiyannee mewatai,negative,train,singlish,english,SOFT,False,15,2,0.133
4969,yam yam getalu pawathi,negative,test,singlish,english,SOFT,False,4,0,0.0
5162,Adha o/l result enawadha,neutral,train,singlish,english,SOFT,False,3,0,0.0
5194,Ulapane budy dot net gay saaduth piti paase lagagena,negative,train,singlish,english,SOFT,False,9,0,0.0
5197,Lankawata wahinawa,neutral,val,singlish,english,SOFT,False,2,0,0.0
5199,GOVI PRASNAYA EKMANIN VISADANU..,neutral,val,singlish,english,SOFT,False,4,0,0.0
5205,Guu godwal walatm hod news,negative,val,singlish,english,SOFT,False,5,0,0.0
5217,Aadaraei sir. Oluva edimila sapaththiwaen gahana..aawaagasheelee poleciyae hamooma arin waryalllaa,negative,test,singlish,english,SOFT,False,11,1,0.091
5250,E belma..,positive,test,singlish,english,SOFT,False,1,0,0.0
5261,adai innathibbe,positive,train,singlish,english,SOFT,False,2,0,0.0
5274,Theruwansaranai,positive,train,singlish,english,SOFT,False,1,0,0.0
5276,METHUMATA garahana NNP/Jvp bath balyani balpiyaw nihathamanikama...,positive,train,singlish,english,SOFT,False,8,0,0.0
5277,Maruwa samaga wase.,negative,train,singlish,english,SOFT,False,3,0,0.0
5281,Mums idimila akmawa left,negative,val,singlish,english,SOFT,False,4,0,0.0
5288,WALEN NAGITALA AAWAWAGEE,negative,train,singlish,english,SOFT,False,3,0,0.0
5292,Sathara pera nimithi,neutral,train,singlish,english,SOFT,False,3,0,0.0
5305,Anna sarana asarana wela kotuwata warella ekawa beragannath,negative,train,singlish,english,SOFT,False,8,1,0.125
5306,metana haminenawane,negative,test,singlish,english,SOFT,False,2,0,0.0
5308,Npp jayaa,positive,train,singlish,english,SOFT,False,2,0,0.0
5311,Satakyo gathakayoo,negative,test,singlish,english,SOFT,False,2,0,0.0
5313,mooda baiyooo iwaraai,negative,train,singlish,english,SOFT,False,3,0,0.0
5351,Wadamahaththaya,neutral,train,singlish,english,SOFT,False,1,0,0.0
5353,Gothayek,negative,train,singlish,english,SOFT,False,1,0,0.0
5355,Obathumata sthuthiy,positive,train,singlish,english,SOFT,False,2,0,0.0
5370,Aiyyyoo sami,neutral,test,singlish,english,SOFT,False,2,0,0.0
5393,Ubath kona kapahan,negative,train,singlish,english,SOFT,False,3,0,0.0
5395,Jeppo kiyannema kuhaka jathiyak,negative,val,singlish,english,SOFT,False,4,0,0.0
5402,aparaade uttoo,negative,test,singlish,english,SOFT,False,2,0,0.0
5461,wow Rohith speaking better than lankans..,positive,train,singlish,english,SOFT,False,6,0,0.0
5515,Alhamdulillah zahira go zahira,positive,test,singlish,english,SOFT,False,4,0,0.0
5594,Ahemada,neutral,val,singlish,english,SOFT,False,1,0,0.0
5603,Akatena karakvanava katava,negative,train,singlish,english,SOFT,False,3,0,0.0
5621,maan hithuwe heenayak kiyalane,positive,test,singlish,english,SOFT,False,4,0,0.0
5653,chicken samosa ned knne 😓,negative,train,singlish,english,SOFT,False,4,0,0.0
5661,vije vageda ranjan,neutral,train,singlish,english,SOFT,False,3,0,0.0
5674,doctor used whnwal,neutral,train,singlish,english,SOFT,False,3,0,0.0
5687,Yow poddo️,positive,test,singlish,english,SOFT,False,2,0,0.0
5689,Gammka malliyo🤭️🩹,positive,train,singlish,english,SOFT,False,2,0,0.0
5706,ekemma,positive,train,singlish,english,SOFT,False,1,0,0.0
5712,reply karannanoo,neutral,train,singlish,english,SOFT,False,2,0,0.0
5714,parissamata ayye,positive,train,singlish,english,SOFT,False,2,0,0.0
5718,ayya,positive,test,singlish,english,SOFT,False,1,0,0.0
5724,parissamen sudda🤟,positive,train,singlish,english,SOFT,False,2,0,0.0
5725,Halow💗,positive,train,singlish,english,SOFT,False,1,0,0.0
5726,nemi,neutral,train,singlish,english,SOFT,False,1,0,0.0
5727,Mh 💗,positive,test,singlish,english,SOFT,False,1,0,0.0
5731,aa ayyee,positive,test,singlish,english,SOFT,False,2,0,0.0
5733,Mh🫂,positive,train,singlish,english,SOFT,False,1,0,0.0
5743,Oynn hbama dssyek sudumhttya🌝💗,positive,train,singlish,english,SOFT,False,4,0,0.0
5746,yashodara pilimekuth gennko 💝,positive,train,singlish,english,SOFT,False,3,0,0.0
5749,lssni,positive,test,singlish,english,SOFT,False,1,0,0.0
5751,Acting ❎❗ jiwitha kthawa ✅❗,neutral,train,singlish,english,SOFT,False,3,0,0.0
5754,Karima acting,positive,train,singlish,english,SOFT,False,2,0,0.0
5756,Bathkuro ( Balangoda ) 🔥,positive,train,singlish,english,SOFT,False,2,0,0.0
5760,kohom edit krnwd mnd 🙂️🩹!,neutral,test,singlish,english,SOFT,False,4,0,0.0
5762,real sidiyak video krla wage acting 💜️yo someone bring this man to sl cinema 🍃,positive,train,singlish,english,SOFT,False,14,2,0.143
5766,ambho acting perfect ️,positive,train,singlish,english,SOFT,False,3,0,0.0
5768,Deyk wennm one therenn🩹🫶🏼,neutral,test,singlish,english,SOFT,False,4,0,0.0
5770,aniwaren,positive,train,singlish,english,SOFT,False,1,0,0.0
5779,Uuuge acting 🫀,positive,train,singlish,english,SOFT,False,2,0,0.0
5782,save dipnko,neutral,test,singlish,english,SOFT,False,2,0,0.0
5789,Deiynh 💗,positive,val,singlish,english,SOFT,False,1,0,0.0
5792,Deyyne🙂🤍,positive,test,singlish,english,SOFT,False,1,0,0.0
5793,Deiynne,positive,train,singlish,english,SOFT,False,1,0,0.0
5805,Deiyane,negative,train,singlish,english,SOFT,False,1,0,0.0
5808,Utto ekhtanam adenav ahh,negative,train,singlish,english,SOFT,False,4,0,0.0
5811,song nem,neutral,train,singlish,english,SOFT,False,2,0,0.0
5819,hithata denunaaa,positive,train,singlish,english,SOFT,False,2,0,0.0
5824,sir english medium science karanvd?,neutral,train,singlish,english,SOFT,False,5,0,0.0
5839,Harima posh,positive,train,singlish,english,SOFT,False,2,0,0.0
5842,athl 🥴🤧,positive,train,singlish,english,SOFT,False,1,0,0.0
5848,Paththa️,positive,train,singlish,english,SOFT,False,1,0,0.0
5849,chungiya,positive,train,singlish,english,SOFT,False,1,0,0.0
5851,niymi.el,positive,train,singlish,english,SOFT,False,2,0,0.0
5853,saranya ️,positive,train,singlish,english,SOFT,False,1,0,0.0
5855,thundenawa hoday 🤭️,positive,train,singlish,english,SOFT,False,2,0,0.0
5857,paththa cute angle,positive,val,singlish,english,SOFT,False,3,0,0.0
5858,aniioyala thundenama hodaei ️️️,positive,train,singlish,english,SOFT,False,3,0,0.0
5859,paththa,positive,train,singlish,english,SOFT,False,1,0,0.0
5869,haks toffee wlath caffeine thiyei ned?,neutral,train,singlish,english,SOFT,False,6,0,0.0
5887,Japanese macdonald walath coca cola patta rasai,positive,train,singlish,english,SOFT,False,7,1,0.143
5894,laaasana song ekaa,positive,train,singlish,english,SOFT,False,3,0,0.0
5902,Ade danagatta dawasaka e kellatat monawat hiteida marenda hitei yakoww,negative,test,singlish,english,SOFT,False,9,1,0.111
5907,kwdwth bdinn hod nthi genu,negative,train,singlish,english,SOFT,False,5,0,0.0
5926,Debitnm anula 🥲..,neutral,val,singlish,english,SOFT,False,2,0,0.0
5928,Pla htti ynn,neutral,val,singlish,english,SOFT,False,3,0,0.0
5935,admin kriy,positive,train,singlish,english,SOFT,False,2,0,0.0
5937,aru.. viral,neutral,train,singlish,english,SOFT,False,2,0,0.0
5944,Cri vd admin 😹,positive,train,singlish,english,SOFT,False,3,0,0.0
5955,Htto aru pw,negative,test,singlish,english,SOFT,False,3,0,0.0
5959,Cari admin 😓,negative,train,singlish,english,SOFT,False,2,0,0.0
5963,nadu dapan 🙂,negative,train,singlish,english,SOFT,False,2,0,0.0
5977,coffee evaravenava,neutral,train,singlish,english,SOFT,False,2,0,0.0
5987,Hamawelema coffee bona man 😳😳,positive,train,singlish,english,SOFT,False,4,0,0.0
6001,daily coffee bona man 😐,positive,train,singlish,english,SOFT,False,4,0,0.0
6007,thnq sir,positive,train,singlish,english,SOFT,False,2,0,0.0
6047,Script htto,negative,train,singlish,english,SOFT,False,2,0,0.0
6048,Bangladesh keo nei mone hoy 🌚,neutral,train,singlish,english,SOFT,False,5,0,0.0
6056,Oshadi nangi😥,negative,train,singlish,english,SOFT,False,2,0,0.0
6074,race duwanawa,negative,train,singlish,english,SOFT,False,2,0,0.0
6084,Dhen privatebus kaarayadha weradhi,negative,train,singlish,english,SOFT,False,4,0,0.0
6111,Modayo,negative,val,singlish,english,SOFT,False,1,0,0.0
6114,hod wde,positive,val,singlish,english,SOFT,False,2,0,0.0
6127,modaaa kariyoooo,negative,train,singlish,english,SOFT,False,2,0,0.0
6137,Attac,neutral,train,singlish,english,SOFT,False,1,0,0.0
6139,Att🙂,negative,train,singlish,english,SOFT,False,1,0,0.0
6149,Aadaiii ️,positive,train,singlish,english,SOFT,False,1,0,0.0
6150,stutui.adambarai. bdusaranai 💖💖️️️💕💕,positive,train,singlish,english,SOFT,False,3,0,0.0
6159,dawesa kathawe ✊,neutral,val,singlish,english,SOFT,False,2,0,0.0
6161,Ekemma harim karhaw 🔥,positive,train,singlish,english,SOFT,False,3,0,0.0
6170,Aniwaren aththakathaawa️,positive,train,singlish,english,SOFT,False,2,0,0.0
6173,Aththenma Sir.,positive,train,singlish,english,SOFT,False,2,0,0.0
6194,Redmi 😳,neutral,train,singlish,english,SOFT,False,1,0,0.0
6227,try with dan wrap with oats brother,positive,val,singlish,english,SOFT,False,7,1,0.143
6250,Save dipiya admin koto status dann one,neutral,train,singlish,english,SOFT,False,7,0,0.0
6252,Athl hby,positive,train,singlish,english,SOFT,False,2,0,0.0
6275,Ane issr scle yna kle mth ehmai,positive,train,singlish,english,SOFT,False,7,1,0.143
6279,ththala aheama...🖤🖤,positive,train,singlish,english,SOFT,False,2,0,0.0
6290,Cod puluwad 👉👈,neutral,train,singlish,english,SOFT,False,2,0,0.0
6301,Aduna ayiye,negative,train,singlish,english,SOFT,False,2,0,0.0
6330,Chanux bro duwana type reviews 🔥,positive,val,singlish,english,SOFT,False,5,0,0.0
6336,Hunux bro tech review,positive,train,singlish,english,SOFT,False,4,0,0.0
6350,kaha wenuwata kasthuri kaha hodaida 🤔,neutral,val,singlish,english,SOFT,False,5,0,0.0
6382,kothu kadekt aws okom thiyannwa.oyala kohed,neutral,train,singlish,english,SOFT,False,7,1,0.143
6386,Koko payment thiyanavada,neutral,train,singlish,english,SOFT,False,3,0,0.0
6391,C50 kiyd bro,neutral,train,singlish,english,SOFT,False,2,0,0.0
6394,Rice Lipa kiyda??,neutral,train,singlish,english,SOFT,False,3,0,0.0
6400,Kiyda work pan Lipa. Hypeshire,neutral,train,singlish,english,SOFT,False,5,0,0.0
6401,kohwda teyenne,neutral,val,singlish,english,SOFT,False,2,0,0.0
6430,thihariyata ynna aththatma rasai,positive,test,singlish,english,SOFT,False,4,0,0.0
6461,maka dominos,negative,test,singlish,english,SOFT,False,2,0,0.0
6466,Weldone kelle 🤟,positive,val,singlish,english,SOFT,False,2,0,0.0
6474,thankz akki,positive,train,singlish,english,SOFT,False,2,0,0.0
6520,E genu lmya hrim lassni💗,positive,train,singlish,english,SOFT,False,4,0,0.0
6524,Gampaha ned💕,neutral,train,singlish,english,SOFT,False,2,0,0.0
6528,Gampahane,neutral,val,singlish,english,SOFT,False,1,0,0.0
6530,Suger free ice cream ekeka hadanko diet friendly,neutral,train,singlish,english,SOFT,False,8,0,0.0
6551,🗿 Waddo,negative,test,singlish,english,SOFT,False,1,0,0.0
6567,Modaya,negative,train,singlish,english,SOFT,False,1,0,0.0
6577,Addeh pattane 🖤,positive,train,singlish,english,SOFT,False,2,0,0.0
6609,krima news,neutral,train,singlish,english,SOFT,False,2,0,0.0
6617,"technopreners gana dnnwd entrepreneurs + education(engineers) ex= migra ayya magic bit ceo, moratuwe electronic engineering 1st class",positive,train,singlish,english,SOFT,False,17,1,0.059
6631,idkin,neutral,train,singlish,english,SOFT,False,1,0,0.0
6632,Kpmko Yhaniyen Knwnm,positive,train,singlish,english,SOFT,False,3,0,0.0
6636,eiyaa whuyto,negative,train,singlish,english,SOFT,False,2,0,0.0
6646,Donate kalda ❤️,neutral,val,singlish,english,SOFT,False,2,0,0.0
6666,Track d pko,neutral,train,singlish,english,SOFT,False,2,0,0.0
6729,Ahan innth asay,positive,train,singlish,english,SOFT,False,3,0,0.0
6736,winasai,positive,train,singlish,english,SOFT,False,1,0,0.0
6738,ammoooo,positive,train,singlish,english,SOFT,False,1,0,0.0
6739,hthdeiyane,positive,train,singlish,english,SOFT,False,1,0,0.0
6826,Me thirisan minihatanam henama gahanna one me aparadeta,negative,train,singlish,english,SOFT,False,8,1,0.125
